COVID-19 Deaths;Total Deaths;Pneumonia Deaths;Pneumonia and COVID-19 Deaths;Influenza Deaths;Pneumonia Influenza or COVID-19 Deaths
660;2921;460;349;;773
;14;;;0;
;28;;;0;
0;;;0;0;
;;;;0;
0;49;0;0;0;0
;81;;0;0;
;87;;0;0;
;105;;;0;11
11;115;;;0;15
14;138;;;0;20
36;202;19;13;0;42
112;558;65;49;;130
86;434;52;39;;101
195;719;150;117;0;228
186;764;129;97;;218
141;528;97;77;0;161
540;2580;358;267;;633
0;15;0;0;0;0
;26;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;23;0;0;0;0
;35;;0;0;
;51;;0;0;
10;74;;;0;12
13;71;;;0;16
15;83;13;;0;19
25;133;25;16;0;34
95;390;82;61;;117
78;307;65;50;;94
134;501;96;81;;150
156;725;93;72;0;177
126;746;68;42;0;152
301;4809;354;137;;520
0;22;0;0;0;0
;49;0;0;0;
0;;0;0;0;0
;11;0;0;0;
0;52;;0;0;
;96;;;0;
;118;;;0;
;138;;;0;
;192;;0;0;11
;238;;;0;17
22;296;17;;0;34
53;806;61;23;0;91
36;633;50;19;0;67
86;1093;89;41;;135
85;1229;112;45;;153
63;1160;75;24;0;114
171;2521;208;85;0;294
0;11;0;0;0;0
;30;0;0;0;
0;;0;0;0;0
;;0;0;0;
0;33;;0;0;
;62;;;0;
;80;;;0;
;96;;0;0;
;130;;0;0;
;147;;0;0;12
;169;10;;0;15
28;465;37;15;0;50
23;367;31;13;0;41
55;631;51;27;0;79
54;630;72;30;0;96
25;460;38;12;0;51
130;2288;146;52;;226
0;11;0;0;0;0
0;19;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;19;;0;0;
;34;;;0;
;38;;;0;
;42;;;0;
0;62;;0;0;
;91;;;0;
15;127;;;0;19
25;341;24;;0;41
13;266;19;;0;26
31;462;38;14;;56
31;599;40;15;;57
38;700;37;12;0;63
94;4334;228;30;;297
0;36;0;0;0;0
0;56;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;75;;0;0;
;106;;;0;
;114;;;0;
;150;;0;0;
;153;;;0;
;176;;;;12
;258;15;;;18
21;775;41;11;;52
17;618;31;;;42
16;962;52;;0;65
25;1096;75;;;93
18;1013;47;;;63
51;2280;115;16;;153
0;24;0;0;0;0
0;39;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;58;;0;0;
;81;;;0;
;82;;;0;
;97;0;0;0;
;100;;0;0;
;107;;0;;
;151;;;;
12;469;19;;;26
10;373;14;;;21
10;560;35;;0;43
15;552;42;;;52
;375;14;;0;20
43;2054;113;14;;144
0;12;0;0;0;0
0;17;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;17;0;0;0;0
0;25;;0;0;
;32;;0;0;
;53;;0;0;
;53;;;0;
;69;;;0;
;107;;;0;10
;306;22;;0;26
;245;17;;0;21
;402;17;;0;22
10;544;33;;;41
11;638;33;;;43
117;4564;260;38;;346
0;38;0;0;0;0
;69;;0;;
;;0;0;0;
0;16;;0;;
;73;0;0;0;
;110;0;0;0;
;116;;0;0;
;156;;0;0;
;183;;;0;
;204;;;0;10
;287;;;0;13
22;782;39;;;54
19;602;35;;;48
21;991;62;;;77
29;1189;77;10;;97
36;1063;70;;0;97
55;2408;142;21;;180
0;24;0;0;0;0
;45;0;0;;
;;0;0;0;
0;;0;0;;
;58;0;0;0;
;84;0;0;0;
;88;;0;0;
;113;;0;0;
;116;;0;0;
;127;;;0;
;182;;;0;
12;465;19;;;28
10;353;19;;;26
11;571;40;;;47
14;589;41;;0;48
12;414;35;;0;43
62;2156;118;17;;166
0;14;0;0;0;0
0;24;;0;0;
0;0;0;0;0;0
0;;;0;0;
0;15;0;0;0;0
0;26;0;0;0;0
0;28;;0;0;
0;43;;0;0;
;67;;;0;
;77;;;0;
;105;;;0;
10;317;20;;;26
;249;16;;;22
10;420;22;;;30
15;600;36;;;49
24;649;35;;0;54
159;4519;228;37;;356
0;33;0;0;;
;59;;0;;
0;;0;0;;
;10;0;0;0;
0;62;;0;0;
0;98;;0;0;
0;141;;0;0;
;168;;;0;
;174;;;0;
;196;;0;0;
;252;10;0;0;15
19;798;37;;0;52
16;645;31;;0;43
28;985;65;;0;87
50;1128;65;12;;104
58;1087;49;14;;96
73;2403;113;19;;169
0;14;0;0;;
;34;0;0;;
0;;0;0;;
;;0;0;0;
0;49;0;0;0;0
0;81;;0;0;
0;106;;0;0;
;114;;;0;
;117;;;0;
;130;;0;0;
;152;;0;0;
11;481;22;;0;31
10;394;18;;0;26
11;565;31;;0;39
20;594;31;;0;46
28;404;21;;;41
86;2116;115;18;;187
0;19;0;0;0;0
0;25;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;13;;0;0;
0;17;0;0;0;0
0;35;;0;0;
0;54;;0;0;
0;57;;0;0;
;66;;0;0;
;100;;0;0;
;317;15;;0;21
;251;13;;0;17
17;420;34;;0;48
30;534;34;;;58
30;683;28;;;55
232;4751;269;86;0;415
0;29;0;0;0;0
0;65;0;0;0;0
0;10;0;0;0;0
0;17;0;0;0;0
;69;;;0;
;123;;;0;
;136;;0;0;
;163;;0;0;
;199;;;0;13
10;230;;;0;17
14;331;13;;0;22
34;849;44;12;0;66
25;639;34;;0;51
49;990;69;21;0;97
68;1216;74;28;0;114
68;1115;65;22;0;111
120;2538;133;50;0;203
0;17;0;0;0;0
0;41;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
0;51;;0;0;
0;92;;0;0;
;96;;0;0;
;117;;0;0;
;137;;;0;
;140;;;0;
;207;;;0;
17;498;24;;0;34
13;362;18;;0;26
27;565;34;11;0;50
37;643;37;15;0;59
36;442;32;16;0;52
112;2213;136;36;0;212
0;12;0;0;0;0
0;24;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;18;;;0;
;31;;;0;
0;40;;0;0;
;46;;0;0;
;62;;0;0;10
;90;;;0;14
10;124;;;0;13
17;351;20;;0;32
12;277;16;;0;25
22;425;35;10;0;47
31;573;37;13;0;55
32;673;33;;0;59
287;4760;300;102;0;485
0;26;0;0;0;0
;54;0;0;0;
0;;0;0;0;0
;15;0;0;0;
;56;;;0;
;93;;;0;
;104;;0;0;
;138;;;0;
;184;;;0;10
;219;;;0;14
12;275;12;;0;19
35;802;56;13;0;78
29;643;48;;0;68
53;1057;73;16;0;110
88;1242;96;36;0;148
90;1155;63;32;0;121
164;2493;159;61;0;262
0;16;0;0;0;0
;32;0;0;0;
0;;0;0;0;0
;;0;0;0;
;40;;;0;
;71;;;0;
;74;0;0;0;
;93;;;0;
;121;;;0;
;138;;;0;
;172;;;0;11
24;506;34;;0;51
20;407;31;;0;46
31;600;38;10;0;59
55;631;53;26;0;82
41;422;26;13;0;54
123;2267;141;41;0;223
0;10;0;0;0;0
;22;0;0;0;
0;;0;0;0;0
;;0;0;0;
0;16;0;0;0;0
;22;0;0;0;
;30;;0;0;
;45;;0;0;
;63;;0;0;
;81;;0;0;
;103;;;0;
11;296;22;;0;27
;236;17;;0;22
22;457;35;;0;51
33;611;43;10;0;66
49;733;37;19;0;67
200;4688;283;63;;422
0;24;;0;0;
0;47;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;60;0;0;0;0
;95;;0;0;
;123;;0;0;
0;152;;0;0;
;184;;;0;
;238;;;0;12
;297;10;;0;17
25;846;55;10;;71
20;678;48;;;60
46;1025;64;12;;99
57;1170;85;17;0;125
64;1115;69;22;0;111
110;2469;153;35;0;228
0;14;0;0;0;0
0;26;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;42;0;0;0;0
;70;;0;0;
;88;;0;0;
0;99;0;0;0;0
;113;;;0;
;146;;;0;
;172;;0;0;10
14;502;31;;0;41
12;408;27;;0;35
27;572;35;;0;55
33;621;51;11;0;73
31;433;31;12;0;50
90;2219;130;28;;194
0;10;;0;0;
0;21;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;18;0;0;0;0
0;25;0;0;0;0
0;35;;0;0;
0;53;;0;0;
;71;;0;0;
;92;;;0;
;125;;;0;
11;344;24;;;30
;270;21;;;25
19;453;29;;;44
24;549;34;;0;52
33;682;38;10;0;61
158;4968;264;49;12;385
0;29;0;0;0;0
;62;;0;0;
;10;0;0;0;
0;16;;0;0;
0;48;0;0;0;0
0;100;0;0;0;0
0;148;;0;0;
0;167;;0;0;
;176;;0;;
;223;;;;11
10;305;18;;;25
14;822;42;;;56
;642;29;;;38
26;1086;67;;;88
56;1304;78;22;;116
55;1204;67;15;;109
84;2584;149;30;;207
0;17;0;0;0;0
;38;;0;0;
;;0;0;0;
0;11;;0;0;
0;35;0;0;0;0
0;66;0;0;0;0
0;98;;0;0;
0;106;;0;0;
;108;;0;0;
;142;;0;0;
;190;12;;;16
;477;21;;;26
;365;11;0;0;13
12;628;37;;0;46
34;675;46;13;;69
29;452;40;12;;58
74;2384;115;19;;178
0;12;0;0;0;0
0;24;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
0;34;0;0;0;0
0;50;;0;0;
0;61;;0;0;
;68;;0;;
;81;;;;
;115;;;0;
;345;21;;;30
;277;18;;;25
14;458;30;;;42
22;629;32;;;47
26;752;27;;;51
110;4863;267;31;34;376
0;25;0;0;0;0
;39;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;49;0;0;0;0
0;91;;0;0;
0;110;;0;0;
;152;;;0;
;163;;;0;
;211;11;0;0;13
;295;19;;0;20
10;854;60;;;68
;693;49;;;57
22;1029;58;;;82
30;1268;80;;16;115
44;1219;55;10;;94
51;2515;150;16;16;199
0;10;0;0;0;0
;19;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;34;0;0;0;0
0;65;;0;0;
0;78;;0;0;
0;103;;0;0;
;111;;0;0;
;137;;0;0;
;181;11;;0;11
;504;36;;;41
;407;31;;;36
13;579;35;;;48
10;657;44;;;57
20;451;25;;;41
59;2348;117;15;18;177
0;15;0;0;0;0
0;20;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;15;0;0;0;0
0;26;0;0;0;0
0;32;0;0;0;0
;49;;;0;
;52;;;0;
;74;;0;0;
;114;;;0;
;350;24;;;27
;286;18;;;21
;450;23;;;34
20;611;36;;;58
24;768;30;;;53
160;4018;246;56;36;382
0;14;0;0;0;0
0;27;;0;;
0;;0;0;0;0
0;;;0;0;
0;34;;0;;
;48;;0;;
;73;;;;
;100;;;;
;122;;0;;
;164;;;;
;215;;;;16
21;661;35;;;53
18;536;30;;;45
32;878;58;;10;88
52;1110;81;17;10;126
50;1030;61;20;;96
87;2095;131;32;21;205
0;;0;0;0;0
0;17;;0;;
0;;0;0;0;0
0;;;0;0;
0;27;;0;;
;37;;0;;
;52;;;;
;62;;;0;
0;74;0;0;0;0
;103;;;;
;125;;;;11
11;375;17;;;25
;305;14;;;20
17;486;32;;;47
29;604;44;;;72
26;411;31;13;;49
73;1923;115;24;15;177
0;;0;0;0;0
0;10;;0;0;
0;0;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;11;;0;0;
0;21;;0;0;
;38;0;0;;
;48;;0;;
0;61;;0;;
;90;;0;;
10;286;18;;;28
;231;16;;;25
15;392;26;;;41
23;506;37;10;;54
24;619;30;;0;47
0;730;60;0;;64
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;0;0;0;0;0
0;;0;0;0;0
0;15;0;0;0;0
0;12;;0;;
0;12;;0;;
0;15;0;0;0;0
0;22;0;0;0;0
0;28;0;0;0;0
0;119;;0;;
0;105;;0;;
0;128;12;0;;13
0;153;14;0;;15
0;272;27;0;0;27
0;380;28;0;0;28
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;0;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;17;0;0;0;0
0;18;0;0;0;0
0;67;;0;0;
0;61;;0;0;
0;74;;0;0;
0;95;;0;0;
0;107;12;0;0;12
0;350;32;0;;36
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;;
0;;;0;;
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;52;;0;;
0;44;;0;;
0;54;;0;;
0;58;;0;;
0;165;15;0;0;15
0;693;47;0;12;59
0;;0;0;0;0
0;10;;0;;
0;;0;0;0;0
0;;;0;;
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
0;21;0;0;0;0
0;25;;0;0;
0;28;;0;0;
0;107;;0;;
0;91;;0;;
0;108;;0;;14
0;155;12;0;;13
0;267;17;0;;21
0;368;31;0;;38
0;;0;0;0;0
0;;0;0;;
0;;0;0;0;0
0;;0;0;;
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;12;0;0;0;0
0;15;;0;0;
0;18;;0;0;
0;64;;0;0;
0;52;;0;0;
0;70;;0;;11
0;84;;0;0;
0;117;;0;;11
0;325;16;0;;21
0;;0;0;0;0
0;;;0;0;
0;0;0;0;0;0
0;;;0;0;
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;;0;0;
0;10;;0;0;
0;43;0;0;;
0;39;0;0;;
0;38;;0;;
0;71;;0;;
0;150;;0;;10
;744;67;0;;75
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;;0;0;
0;21;;0;0;
0;19;;0;0;
0;18;;0;0;
;29;;0;0;
;114;14;0;;17
0;95;13;0;;15
;154;16;0;0;17
0;174;17;0;;19
0;247;18;0;;20
;370;32;0;;39
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;;0;0;0;0
0;11;0;0;0;0
0;16;0;0;0;0
0;67;;0;;11
0;57;;0;;11
;83;;0;0;
0;96;;0;;11
0;93;;0;;
;374;35;0;0;36
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;11;;0;0;
0;10;;0;0;
0;;;0;0;
;13;;0;0;
;47;;0;0;
0;38;;0;0;
0;71;;0;0;
0;78;;0;0;
0;154;11;0;0;11
21;697;52;;;70
0;;0;0;0;0
0;10;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;;
0;;0;0;;
0;12;0;0;0;0
0;22;0;0;;
0;25;;0;;
;24;;;0;
;31;;;0;
;94;;;;12
;75;;;;10
;120;;0;;13
;165;13;;0;14
;255;19;;;26
14;376;33;;;44
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;17;0;0;;
0;17;;0;;
0;;;0;0;
;19;;;0;
;63;;;;10
;46;;;;
;64;;0;0;
0;96;;0;0;
;118;11;;;15
;321;19;;;26
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;;
0;;0;0;;
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
;15;;;0;
;12;;;0;
;31;;;0;
;29;;;0;
;56;;0;;
;69;;;0;
;137;;0;;11
44;718;63;17;;92
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;;0;0;0;0
;13;0;0;0;
;18;0;0;0;
;19;;;0;
;22;;;0;
0;22;0;0;0;0
;30;;;0;
;43;;;0;10
10;123;23;;0;26
;97;18;;0;21
;140;;0;;13
;163;11;;;17
16;214;14;;0;25
17;360;37;;;47
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;12;0;0;0;0
0;15;0;0;0;0
;14;;;0;
;16;;;0;
0;16;0;0;0;0
;18;;;0;
;22;;;0;
;71;;;0;12
;57;;;0;
;86;;0;0;
;93;;0;;12
;56;;;0;
27;358;26;;;45
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;0;0;0;0;0
;;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;12;0;0;0;
;21;;0;0;
;52;14;;0;14
;40;12;;0;12
;54;;0;;
;70;;;0;
14;158;;;0;17
40;671;42;19;0;63
0;;0;0;0;0
0;11;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
0;16;0;0;0;0
0;24;0;0;0;0
0;28;0;0;0;0
;32;;;0;
;45;;;0;
;105;;;0;11
;79;;;0;
;133;;;0;11
;144;10;;0;16
12;208;15;;0;22
21;362;24;11;0;34
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;13;0;0;0;0
0;19;0;0;0;0
0;23;0;0;0;0
;25;;;0;
;30;;;0;
;65;;;0;
;50;;;0;
;79;;;0;
;72;;;0;11
;86;;;0;
19;309;18;;0;29
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;15;;0;0;
;40;;0;0;
;29;0;0;0;
;54;;;0;
;72;;;0;
;122;10;;0;14
50;740;66;26;0;90
0;13;0;0;0;0
0;19;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
;22;;;0;
;21;;;0;
;19;0;0;0;
0;31;;0;0;
;52;;;0;
10;117;15;;0;19
;86;13;;0;15
11;153;16;;0;20
;196;19;;0;24
17;189;14;;0;23
30;422;41;17;0;54
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;11;0;0;0;0
;18;;;0;
;18;;;0;
;16;0;0;0;
0;23;0;0;0;0
;34;;;0;
;66;;;0;10
;46;;;0;
;108;12;;0;14
;107;13;;0;16
;81;;;0;11
20;318;25;;0;36
0;;0;0;0;0
0;11;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
;18;;0;0;
;51;;;0;
;40;;;0;
;45;;;0;
;89;;0;0;
10;108;;;0;12
49;785;64;19;;95
0;;0;0;0;0
0;14;;0;0;
0;;0;0;0;0
0;;;0;0;
0;17;0;0;0;0
;31;;;0;
;28;;;0;
;33;;;0;
;33;;;0;
0;27;;0;0;
0;45;;0;0;
;121;;;0;11
;91;;;0;
;141;14;;0;20
15;168;16;;0;25
19;250;18;;;31
25;430;41;12;0;54
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;12;0;0;0;0
;19;;;0;
;19;;;0;
;22;;;0;
;20;;;0;
0;18;;0;0;
0;32;;0;0;
;81;;0;0;
;59;;0;0;
;81;;;0;12
12;101;11;;0;18
;99;11;;0;13
24;355;23;;;41
0;;0;0;0;0
0;;;0;0;
0;0;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;12;0;0;0;0
0;;0;0;0;0
0;11;0;0;0;0
0;13;;0;0;
0;;;0;0;
0;13;;0;0;
;40;;;0;
;32;;;0;
;60;;;0;
;67;;;0;
13;151;;;;18
116;803;83;55;0;144
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;14;0;0;0;0
0;13;0;0;0;0
0;32;0;0;0;0
;35;0;0;0;
;23;;0;0;
;37;;;0;
12;107;14;;0;17
;83;10;;0;12
19;149;12;;0;22
38;187;31;22;0;47
44;283;25;15;0;54
75;464;58;42;0;91
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;10;0;0;0;0
0;23;0;0;0;0
;19;0;0;0;
;11;;0;0;
;25;;;0;
10;77;10;;0;13
;60;;;0;10
15;97;;;0;16
21;100;21;13;0;29
28;143;17;14;0;31
41;339;25;13;0;53
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;16;0;0;0;0
;12;0;0;0;
;12;;;0;
;30;;;0;
0;23;;0;0;
;52;;;0;
17;87;10;;0;18
16;140;;;0;23
265;1006;150;107;0;308
0;;0;0;0;0
0;11;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;12;0;0;0;0
;15;;;0;
;18;;;0;
;27;0;0;0;
;43;;;0;
;45;;;0;11
26;145;17;14;0;29
22;125;13;12;0;23
42;168;33;23;0;52
70;233;49;35;0;84
120;376;47;32;0;135
134;535;81;58;0;157
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;10;0;0;0;0
0;12;0;0;0;0
0;21;0;0;0;0
;32;;;0;
;31;;;0;
17;93;11;10;0;18
14;80;;;0;15
26;106;18;11;0;33
35;121;25;19;0;41
53;155;25;16;0;62
131;471;69;49;0;151
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;;;0;
;;;;0;
;;0;0;0;
;11;;0;0;
;14;;0;0;
;52;;;0;11
;45;;;0;
16;62;15;12;0;19
35;112;24;16;0;43
67;221;22;16;0;73
701;1457;315;274;;742
0;;0;0;0;0
0;16;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;15;;;0;
;15;;;0;
;14;;;0;
;25;;;0;
;34;;;0;
;36;;;0;11
10;30;;;0;14
58;156;34;29;0;63
52;143;32;28;0;56
140;285;86;82;;144
189;341;91;79;;201
301;583;92;78;0;315
365;761;182;156;;391
0;;0;0;0;0
0;11;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;12;;;0;
;12;;;0;
;10;;;0;
;17;;;0;
;23;;;0;
;22;;;0;
;17;;0;0;
33;88;21;19;0;35
31;80;20;19;0;32
80;167;51;48;;83
120;204;55;47;;128
125;240;47;39;0;133
336;696;133;118;0;351
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
;;;;0;
;11;;;0;
;14;;;0;
;13;;;0;
25;68;13;10;0;28
21;63;12;;0;24
60;118;35;34;0;61
69;137;36;32;0;73
176;343;45;39;0;182
427;1082;238;189;0;476
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;13;;;0;
;23;;;0;
;25;;;0;
10;33;;;0;10
18;41;;;0;19
46;122;39;29;0;56
37;103;34;25;0;46
90;219;60;51;0;99
107;252;51;41;0;117
171;417;82;62;0;191
235;585;140;111;0;264
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;12;;;0;
;15;;;0;
;13;;;0;
;19;;;0;
;25;;;0;
32;75;23;19;0;36
26;63;19;15;0;30
42;117;29;21;0;50
66;148;34;26;0;74
91;200;51;42;0;100
192;497;98;78;0;212
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;0;0;0;
;12;0;0;0;
;14;;;0;
10;16;;;0;11
14;47;16;10;0;20
11;40;15;10;0;16
48;102;31;30;0;49
41;104;17;15;0;43
80;217;31;20;0;91
188;906;143;98;;233
0;;0;0;0;0
0;16;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;18;;0;0;
;19;;;0;
;12;;;0;
0;17;;0;0;
;26;;;0;
;36;;;0;
;51;;;0;
24;160;23;14;0;33
19;131;19;11;0;27
48;185;41;30;0;59
48;205;34;23;0;59
62;268;40;28;;74
99;510;84;54;;129
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
;15;0;0;0;
;;0;0;0;
0;10;;0;0;
;15;;;0;
;19;;;0;
;26;;0;0;
14;108;14;;0;22
12;92;13;;0;19
24;109;19;12;0;31
29;127;25;17;0;37
29;114;24;18;;35
89;396;59;44;0;104
0;;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
;;;;0;
;;;;0;
0;;0;0;0;0
0;11;0;0;0;0
;17;;;0;
;25;;;0;
10;52;;;0;11
;39;;;0;
24;76;22;18;0;28
19;78;;;0;22
33;154;16;10;0;39
70;712;77;36;0;111
0;;0;0;0;0
0;13;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
;;;;0;
;15;;;0;
0;14;0;0;0;0
;15;;;0;
;20;;;0;
;30;;;0;
;49;;;0;
;114;11;;0;13
;84;;;0;10
;131;18;;0;21
21;163;18;;0;30
29;231;27;13;0;43
42;375;44;25;0;61
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
;;;;0;
;13;;;0;
0;;0;0;0;0
;11;0;0;0;
;17;0;0;0;
;21;;;0;
;24;;;0;
;69;;;0;
;57;;;0;
;72;;;0;
13;91;10;;0;17
16;91;18;10;0;24
28;337;33;11;0;50
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;;;0;
;;;;0;
0;;0;0;0;0
;25;;0;0;
;45;;;0;
;27;;;0;
;59;11;;0;12
;72;;;0;13
13;140;;;0;19
39;734;65;13;0;91
0;;0;0;0;0
0;10;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
;19;0;0;0;
;16;0;0;0;
;15;0;0;0;
;26;;0;0;
;37;;0;0;
;45;;;0;
;111;12;;0;15
;83;11;;0;14
12;150;17;;0;23
;163;10;0;0;16
10;229;23;;0;30
22;389;34;;0;49
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;11;0;0;0;0
;16;0;0;0;
;10;0;0;0;
;;0;0;0;
0;16;0;0;0;0
0;22;;0;0;
;32;;;0;
;66;;;0;
;45;;;0;
;83;10;;0;12
;96;;0;0;11
;91;11;;0;16
17;345;31;;0;42
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;10;;0;0;
;15;;0;0;
;13;0;0;0;
;45;;;0;
;38;;;0;
;67;;;0;11
;67;;0;0;
;138;12;;0;14
41;682;61;25;0;77
0;;0;0;0;0
;14;;0;0;
0;0;0;0;0;0
;;;0;0;
0;;0;0;0;0
0;21;0;0;0;0
0;27;;0;0;
;33;;;0;
;36;;;0;
;34;;;0;
;32;;;0;
;94;10;;0;13
;79;;;0;12
10;139;;;0;12
10;140;19;;0;24
;207;15;;0;19
24;354;36;17;0;43
0;;0;0;0;0
0;;;0;0;
0;0;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;17;0;0;0;0
0;20;;0;0;
;18;;;0;
;23;;;0;
;24;;;0;
;19;;;0;
;53;;;0;
;43;;;0;
;85;;;0;
;75;10;;0;12
;74;;;0;
17;328;25;;0;34
0;;0;0;0;0
;;0;0;0;
0;0;0;0;0;0
;;0;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;15;0;0;0;0
0;13;0;0;0;0
0;10;0;0;0;0
