ProcedureCode;TotalProc;pr0;pr1;pr2;pr3;pr4;pr5;pr6;pr7;pr8;pr9;pr10;pr11;pr12;pr13;pr14;pr15;pr16;pr17;pr18;pr19;pr20
50980;2;1;1;;;;;;;;;;;;;;;;;;;
51040;21;20;;;1;;;;;;;;;;;;;;;;;
51045;1;1;;;;;;;;;;;;;;;;;;;;
51100;4;3;1;;;;;;;;;;;;;;;;;;;
51102;59;50;4;;1;2;1;;1;;;;;;;;;;;;;
51600;6;2;3;;;;;;;1;;;;;;;;;;;;
51610;14;9;3;;;;1;;;;;;;;;;1;;;;;
51700;598;514;45;8;3;7;2;5;1;1;4;1;;3;1;1;2;;;;;
51701;9538;6962;1544;266;101;69;69;49;59;60;63;52;42;38;43;28;24;23;12;18;11;5
51702;28170;21720;2847;908;431;230;223;185;150;158;126;157;144;145;126;125;103;98;101;86;59;48
51703;251;175;26;12;5;4;6;3;2;5;3;3;;;1;1;;1;1;;3;
51705;301;269;13;7;1;2;4;1;2;;;2;;;;;;;;;;
51710;12;11;1;;;;;;;;;;;;;;;;;;;
51720;1;;1;;;;;;;;;;;;;;;;;;;
51725;1;;;1;;;;;;;;;;;;;;;;;;
51728;3;3;;;;;;;;;;;;;;;;;;;;
51784;1;;;;1;;;;;;;;;;;;;;;;;
51797;1;1;;;;;;;;;;;;;;;;;;;;
51798;904;594;102;104;9;7;17;12;13;11;1;9;2;4;4;3;5;2;1;2;1;1
52000;42;21;7;4;3;2;1;2;;;1;1;;;;;;;;;;
52001;16;5;9;1;;1;;;;;;;;;;;;;;;;
52005;55;37;10;7;1;;;;;;;;;;;;;;;;;
52007;2;;1;1;;;;;;;;;;;;;;;;;;
52204;18;4;6;4;;;;;1;1;1;;;;;;;;1;;;
52214;15;7;6;2;;;;;;;;;;;;;;;;;;
52224;6;5;;;1;;;;;;;;;;;;;;;;;
52234;10;8;2;;;;;;;;;;;;;;;;;;;
52235;7;6;1;;;;;;;;;;;;;;;;;;;
52240;9;8;1;;;;;;;;;;;;;;;;;;;
52260;4;2;1;;;;;;;;;;;;;;;1;;;;
52276;3;3;;;;;;;;;;;;;;;;;;;;
52281;20;20;;;;;;;;;;;;;;;;;;;;
52282;1;;1;;;;;;;;;;;;;;;;;;;
52283;1;;1;;;;;;;;;;;;;;;;;;;
52310;13;11;;1;;;;;;;1;;;;;;;;;;;
52315;1;1;;;;;;;;;;;;;;;;;;;;
52317;4;3;1;;;;;;;;;;;;;;;;;;;
52318;3;2;;1;;;;;;;;;;;;;;;;;;
52320;13;10;1;;;;;1;1;;;;;;;;;;;;;
52325;4;4;;;;;;;;;;;;;;;;;;;;
52330;7;5;2;;;;;;;;;;;;;;;;;;;
52332;225;103;96;18;1;2;2;1;;1;1;;;;;;;;;;;
52334;1;1;;;;;;;;;;;;;;;;;;;;
52341;2;1;1;;;;;;;;;;;;;;;;;;;
52344;4;2;;2;;;;;;;;;;;;;;;;;;
52345;1;1;;;;;;;;;;;;;;;;;;;;
52351;7;2;2;2;;;;;1;;;;;;;;;;;;;
52352;25;16;4;5;;;;;;;;;;;;;;;;;;
52353;92;55;25;11;1;;;;;;;;;;;;;;;;;
52354;2;;2;;;;;;;;;;;;;;;;;;;
52500;10;9;1;;;;;;;;;;;;;;;;;;;
52601;15;11;4;;;;;;;;;;;;;;;;;;;
52630;7;5;;2;;;;;;;;;;;;;;;;;;
52640;1;1;;;;;;;;;;;;;;;;;;;;
52648;12;11;1;;;;;;;;;;;;;;;;;;;
53010;2;2;;;;;;;;;;;;;;;;;;;;
53020;1;1;;;;;;;;;;;;;;;;;;;;
53060;1;1;;;;;;;;;;;;;;;;;;;;
53446;1;;1;;;;;;;;;;;;;;;;;;;
53502;1;1;;;;;;;;;;;;;;;;;;;;
53600;10;9;1;;;;;;;;;;;;;;;;;;;
53605;2;1;;;;1;;;;;;;;;;;;;;;;
53620;18;14;2;;;;1;;;;;;;;;;;;;;;1
53661;1;1;;;;;;;;;;;;;;;;;;;;
53852;2;1;;;;1;;;;;;;;;;;;;;;;
53855;2;1;1;;;;;;;;;;;;;;;;;;;
53899;54;45;6;1;1;;;;;;;;;;;1;;;;;;
54001;16;15;;1;;;;;;;;;;;;;;;;;;
54050;1;1;;;;;;;;;;;;;;;;;;;;
54115;3;3;;;;;;;;;;;;;;;;;;;;
54150;1;;;;;;1;;;;;;;;;;;;;;;
54161;8;8;;;;;;;;;;;;;;;;;;;;
54163;1;1;;;;;;;;;;;;;;;;;;;;
54220;121;118;3;;;;;;;;;;;;;;;;;;;
54235;28;26;1;;;;;;;;;;;;;1;;;;;;
54406;2;2;;;;;;;;;;;;;;;;;;;;
54410;1;1;;;;;;;;;;;;;;;;;;;;
54415;1;1;;;;;;;;;;;;;;;;;;;;
54416;1;1;;;;;;;;;;;;;;;;;;;;
54420;1;;;;;;;;;;;;;;;;1;;;;;
54430;3;3;;;;;;;;;;;;;;;;;;;;
54435;1;1;;;;;;;;;;;;;;;;;;;;
54440;3;2;;1;;;;;;;;;;;;;;;;;;
54450;45;38;3;1;1;1;;;;;1;;;;;;;;;;;
54512;5;2;2;;;;;;;;1;;;;;;;;;;;
54520;13;11;;;;;;1;;1;;;;;;;;;;;;
54522;2;2;;;;;;;;;;;;;;;;;;;;
54530;3;3;;;;;;;;;;;;;;;;;;;;
54550;1;;1;;;;;;;;;;;;;;;;;;;
54600;48;43;2;;;;;;;1;1;1;;;;;;;;;;
54620;9;4;4;;;;1;;;;;;;;;;;;;;;
54640;16;12;3;;;;;;1;;;;;;;;;;;;;
54670;6;6;;;;;;;;;;;;;;;;;;;;
54700;57;54;2;1;;;;;;;;;;;;;;;;;;
54830;1;1;;;;;;;;;;;;;;;;;;;;
55000;2;2;;;;;;;;;;;;;;;;;;;;
55040;3;1;2;;;;;;;;;;;;;;;;;;;
55060;1;;1;;;;;;;;;;;;;;;;;;;
55100;193;167;14;3;3;1;2;1;1;1;;;;;;;;;;;;
55110;1;1;;;;;;;;;;;;;;;;;;;;
55120;2;2;;;;;;;;;;;;;;;;;;;;
55500;2;1;;;;;;;;;;;;;;;1;;;;;
55520;5;;5;;;;;;;;;;;;;;;;;;;
55530;1;1;;;;;;;;;;;;;;;;;;;;
55700;5;4;;1;;;;;;;;;;;;;;;;;;
55899;57;46;8;1;1;;1;;;;;;;;;;;;;;;
56405;1012;921;33;15;14;10;10;3;;;2;;1;1;;1;;;;;;1
56420;1156;1087;36;10;7;4;4;2;3;2;;;;1;;;;;;;;
56440;6;5;1;;;;;;;;;;;;;;;;;;;
56442;1;1;;;;;;;;;;;;;;;;;;;;
56501;1;1;;;;;;;;;;;;;;;;;;;;
56605;3;2;;;;;;;;;;;;;;;;;;;1;
56620;1;1;;;;;;;;;;;;;;;;;;;;
56700;2;1;1;;;;;;;;;;;;;;;;;;;
56740;5;4;1;;;;;;;;;;;;;;;;;;;
57000;19;19;;;;;;;;;;;;;;;;;;;;
57010;8;7;1;;;;;;;;;;;;;;;;;;;
57022;3;3;;;;;;;;;;;;;;;;;;;;
57023;8;8;;;;;;;;;;;;;;;;;;;;
57061;2;1;1;;;;;;;;;;;;;;;;;;;
57100;4;3;;;;;;;;;;;;;;;;1;;;;
57130;1;1;;;;;;;;;;;;;;;;;;;;
57135;1;1;;;;;;;;;;;;;;;;;;;;
57155;2;2;;;;;;;;;;;;;;;;;;;;
57156;1;1;;;;;;;;;;;;;;;;;;;;
57160;10;8;;1;;1;;;;;;;;;;;;;;;;
57180;15;13;2;;;;;;;;;;;;;;;;;;;
57200;49;42;2;1;;;1;1;;;;;;;1;;;;;;1;
57210;2;1;1;;;;;;;;;;;;;;;;;;;
57240;4;1;2;;1;;;;;;;;;;;;;;;;;
57250;1;1;;;;;;;;;;;;;;;;;;;;
57260;3;1;1;;1;;;;;;;;;;;;;;;;;
57268;1;;1;;;;;;;;;;;;;;;;;;;
57282;3;1;2;;;;;;;;;;;;;;;;;;;
57288;9;3;2;2;2;;;;;;;;;;;;;;;;;
57410;10;5;3;1;1;;;;;;;;;;;;;;;;;
57415;12;12;;;;;;;;;;;;;;;;;;;;
57420;2;2;;;;;;;;;;;;;;;;;;;;
57421;1;1;;;;;;;;;;;;;;;;;;;;
57425;1;;;;1;;;;;;;;;;;;;;;;;
57452;3;3;;;;;;;;;;;;;;;;;;;;
57461;1;;1;;;;;;;;;;;;;;;;;;;
57500;13;8;2;2;;;;;;;;;;;1;;;;;;;
57505;6;4;;;;;;;;1;1;;;;;;;;;;;
57510;4;4;;;;;;;;;;;;;;;;;;;;
57520;1;1;;;;;;;;;;;;;;;;;;;;
57720;6;6;;;;;;;;;;;;;;;;;;;;
57800;3;2;;;1;;;;;;;;;;;;;;;;;
58100;72;65;5;1;1;;;;;;;;;;;;;;;;;
58110;3;;2;1;;;;;;;;;;;;;;;;;;
58120;93;71;13;3;;4;;;;;2;;;;;;;;;;;
58145;4;3;;;;;1;;;;;;;;;;;;;;;
58150;1;1;;;;;;;;;;;;;;;;;;;;
58260;10;5;4;1;;;;;;;;;;;;;;;;;;
58290;2;1;1;;;;;;;;;;;;;;;;;;;
58300;7;;3;4;;;;;;;;;;;;;;;;;;
58301;289;246;25;3;3;2;;1;2;2;1;2;1;;;;;;;;1;
58350;7;1;5;;;1;;;;;;;;;;;;;;;;
58353;4;4;;;;;;;;;;;;;;;;;;;;
58400;8;;;;;1;;;2;2;1;1;;;;;;;;1;;
58541;2;2;;;;;;;;;;;;;;;;;;;;
58542;1;1;;;;;;;;;;;;;;;;;;;;
58545;3;3;;;;;;;;;;;;;;;;;;;;
58550;2;1;;;1;;;;;;;;;;;;;;;;;
58552;7;4;2;1;;;;;;;;;;;;;;;;;;
58555;4;;4;;;;;;;;;;;;;;;;;;;
58558;35;27;7;;;;;;;;;;;1;;;;;;;;
58561;3;2;;;;;;;;;;;1;;;;;;;;;
58562;2;1;1;;;;;;;;;;;;;;;;;;;
58563;5;4;;1;;;;;;;;;;;;;;;;;;
58570;1;1;;;;;;;;;;;;;;;;;;;;
58571;8;1;1;;;1;;2;2;;;;;;;1;;;;;;
58573;2;;;;;1;;;;1;;;;;;;;;;;;
58578;1;;1;;;;;;;;;;;;;;;;;;;
58600;4;4;;;;;;;;;;;;;;;;;;;;
58660;6;;4;;;;;1;;;;;;;;;1;;;;;
58661;41;38;1;;1;;;;;;;;;;;1;;;;;;
58662;65;48;9;3;2;1;1;;;;;;;;1;;;;;;;
58670;2;1;1;;;;;;;;;;;;;;;;;;;
58671;1;1;;;;;;;;;;;;;;;;;;;;
58673;2;1;;;;;;;;;;;;;;;;;1;;;
58679;3;2;1;;;;;;;;;;;;;;;;;;;
58700;6;3;3;;;;;;;;;;;;;;;;;;;
58720;1;;;;;;;;;1;;;;;;;;;;;;
58823;1;1;;;;;;;;;;;;;;;;;;;;
58925;10;6;1;2;;;1;;;;;;;;;;;;;;;
58940;3;1;1;;;;1;;;;;;;;;;;;;;;
58999;100;33;9;5;6;4;3;11;3;2;3;4;1;5;4;1;3;1;;1;1;
59000;1;1;;;;;;;;;;;;;;;;;;;;
59020;26;11;14;;;;;;;;1;;;;;;;;;;;
59025;2324;2159;84;19;9;8;7;8;11;5;3;6;1;1;;1;;;1;;1;
59050;8;8;;;;;;;;;;;;;;;;;;;;
59120;5;5;;;;;;;;;;;;;;;;;;;;
59121;3;2;1;;;;;;;;;;;;;;;;;;;
59140;2;2;;;;;;;;;;;;;;;;;;;;
59150;25;21;3;;1;;;;;;;;;;;;;;;;;
59151;156;138;10;;1;;;1;1;1;;1;;1;;;;2;;;;
59160;43;34;5;;2;;;;1;1;;;;;;;;;;;;
59200;11;6;;;;1;1;;1;;1;1;;;;;;;;;;
59300;7;7;;;;;;;;;;;;;;;;;;;;
59320;3;3;;;;;;;;;;;;;;;;;;;;
59400;7;1;3;2;1;;;;;;;;;;;;;;;;;
59409;30;21;4;1;;;;;1;1;;1;1;;;;;;;;;
59412;5;3;2;;;;;;;;;;;;;;;;;;;
59414;9;5;1;2;;;;;;;;1;;;;;;;;;;
59514;5;3;2;;;;;;;;;;;;;;;;;;;
59515;2;;;;1;1;;;;;;;;;;;;;;;;
59612;2;1;;;1;;;;;;;;;;;;;;;;;
59812;567;503;30;11;6;3;3;2;;1;1;;1;;;;2;;1;;1;2
59820;179;157;12;1;6;;;;;1;1;;;;;;;;;;1;
59821;10;10;;;;;;;;;;;;;;;;;;;;
59830;1;1;;;;;;;;;;;;;;;;;;;;
59840;12;10;2;;;;;;;;;;;;;;;;;;;
59841;16;15;1;;;;;;;;;;;;;;;;;;;
59855;3;3;;;;;;;;;;;;;;;;;;;;
59870;5;5;;;;;;;;;;;;;;;;;;;;
59899;318;300;14;2;;1;;;;;1;;;;;;;;;;;
60000;2;2;;;;;;;;;;;;;;;;;;;;
60100;2;2;;;;;;;;;;;;;;;;;;;;
60200;1;1;;;;;;;;;;;;;;;;;;;;
60210;3;2;;1;;;;;;;;;;;;;;;;;;
60220;5;4;1;;;;;;;;;;;;;;;;;;;
60240;4;3;1;;;;;;;;;;;;;;;;;;;
60300;3;3;;;;;;;;;;;;;;;;;;;;
60500;6;2;3;;1;;;;;;;;;;;;;;;;;
60699;1;1;;;;;;;;;;;;;;;;;;;;
61020;2;2;;;;;;;;;;;;;;;;;;;;
61070;14;11;3;;;;;;;;;;;;;;;;;;;
61107;5;2;3;;;;;;;;;;;;;;;;;;;
61108;1;1;;;;;;;;;;;;;;;;;;;;
61154;1;1;;;;;;;;;;;;;;;;;;;;
61156;2;;;2;;;;;;;;;;;;;;;;;;
61210;4;2;1;;;;;;1;;;;;;;;;;;;;
61313;1;;;;1;;;;;;;;;;;;;;;;;
61315;1;1;;;;;;;;;;;;;;;;;;;;
61322;1;1;;;;;;;;;;;;;;;;;;;;
61333;1;;;;1;;;;;;;;;;;;;;;;;
61624;1;;;1;;;;;;;;;;;;;;;;;;
61626;5;3;1;1;;;;;;;;;;;;;;;;;;
61700;1;;;1;;;;;;;;;;;;;;;;;;
61885;1;1;;;;;;;;;;;;;;;;;;;;
61886;1;1;;;;;;;;;;;;;;;;;;;;
62000;1;1;;;;;;;;;;;;;;;;;;;;
62010;1;1;;;;;;;;;;;;;;;;;;;;
62100;1;1;;;;;;;;;;;;;;;;;;;;
62145;1;;;;1;;;;;;;;;;;;;;;;;
62160;1;;1;;;;;;;;;;;;;;;;;;;
62180;10;7;2;;;;;1;;;;;;;;;;;;;;
62264;2;2;;;;;;;;;;;;;;;;;;;;
62267;2;1;1;;;;;;;;;;;;;;;;;;;
62268;1;;;;1;;;;;;;;;;;;;;;;;
62269;1;1;;;;;;;;;;;;;;;;;;;;
62270;8606;6972;803;173;87;48;40;34;36;26;39;40;41;43;49;41;34;32;27;18;12;11
62272;485;382;38;19;16;6;6;5;2;3;2;;;1;1;;1;1;1;;1;
62273;622;558;32;10;6;3;2;3;1;5;1;1;;;;;;;;;;
62282;1;1;;;;;;;;;;;;;;;;;;;;
62284;22;14;3;1;1;;;;;;;1;1;;;;;;;;;1
62310;12;11;1;;;;;;;;;;;;;;;;;;;
62311;144;123;12;3;1;;1;1;;;;;1;;;;;;;;;2
62319;3;2;1;;;;;;;;;;;;;;;;;;;
62350;3;2;;1;;;;;;;;;;;;;;;;;;
62362;2;;2;;;;;;;;;;;;;;;;;;;
62368;2;;2;;;;;;;;;;;;;;;;;;;
62369;1;1;;;;;;;;;;;;;;;;;;;;
63003;2;1;1;;;;;;;;;;;;;;;;;;;
63005;1;1;;;;;;;;;;;;;;;;;;;;
63030;12;10;1;;;1;;;;;;;;;;;;;;;;
63035;1;;1;;;;;;;;;;;;;;;;;;;
63081;1;1;;;;;;;;;;;;;;;;;;;;
63650;4;4;;;;;;;;;;;;;;;;;;;;
63655;1;1;;;;;;;;;;;;;;;;;;;;
63661;1;;;1;;;;;;;;;;;;;;;;;;
63685;2;;2;;;;;;;;;;;;;;;;;;;
63688;1;1;;;;;;;;;;;;;;;;;;;;
63744;1;1;;;;;;;;;;;;;;;;;;;;
64400;481;453;23;3;2;;;;;;;;;;;;;;;;;
64402;559;526;24;4;1;2;1;;1;;;;;;;;;;;;;
64405;40;31;4;2;;;;;;;1;;;;1;;;;;1;;
64412;1;1;;;;;;;;;;;;;;;;;;;;
64413;4;4;;;;;;;;;;;;;;;;;;;;
64415;17;14;1;2;;;;;;;;;;;;;;;;;;
64416;1;;1;;;;;;;;;;;;;;;;;;;
64417;7;5;2;;;;;;;;;;;;;;;;;;;
64418;1;1;;;;;;;;;;;;;;;;;;;;
64420;10;8;;1;;;;;;;;1;;;;;;;;;;
64421;6;5;1;;;;;;;;;;;;;;;;;;;
64425;1;;1;;;;;;;;;;;;;;;;;;;
64445;4;3;1;;;;;;;;;;;;;;;;;;;
64447;2;1;1;;;;;;;;;;;;;;;;;;;
64450;1348;769;346;103;60;36;20;6;2;3;2;1;;;;;;;;;;
64455;22;19;2;;;;;1;;;;;;;;;;;;;;
64479;1;1;;;;;;;;;;;;;;;;;;;;
64483;25;10;8;6;;;;;;;;;;;;1;;;;;;
64484;11;;6;3;1;;;;;;;;;;;;1;;;;;
64490;4;4;;;;;;;;;;;;;;;;;;;;
64491;3;;3;;;;;;;;;;;;;;;;;;;
64492;3;;;3;;;;;;;;;;;;;;;;;;
64493;3;1;1;;1;;;;;;;;;;;;;;;;;
64494;3;;1;1;;1;;;;;;;;;;;;;;;;
64495;3;;;1;1;;1;;;;;;;;;;;;;;;
64510;2;1;;;;1;;;;;;;;;;;;;;;;
64520;4;1;1;;;1;;1;;;;;;;;;;;;;;
64530;2;1;1;;;;;;;;;;;;;;;;;;;
64550;1;;;;;1;;;;;;;;;;;;;;;;
64555;1;1;;;;;;;;;;;;;;;;;;;;
64569;1;;1;;;;;;;;;;;;;;;;;;;
64590;3;1;2;;;;;;;;;;;;;;;;;;;
64680;1;1;;;;;;;;;;;;;;;;;;;;
64702;3;1;;1;;;;;1;;;;;;;;;;;;;
64718;3;2;1;;;;;;;;;;;;;;;;;;;
64719;2;;2;;;;;;;;;;;;;;;;;;;
64721;14;6;8;;;;;;;;;;;;;;;;;;;
64760;1;1;;;;;;;;;;;;;;;;;;;;
64831;31;12;10;1;2;2;;;;1;;2;;;1;;;;;;;
64832;6;;;2;;1;2;;;;;;;;1;;;;;;;
64834;1;;;;1;;;;;;;;;;;;;;;;;
64835;4;;2;;;;1;1;;;;;;;;;;;;;;
64836;6;;2;3;;;;1;;;;;;;;;;;;;;
64837;1;;;;1;;;;;;;;;;;;;;;;;
64857;4;1;1;1;1;;;;;;;;;;;;;;;;;
64864;1;1;;;;;;;;;;;;;;;;;;;;
64910;1;;;;1;;;;;;;;;;;;;;;;;
64999;12;9;3;;;;;;;;;;;;;;;;;;;
65135;1;1;;;;;;;;;;;;;;;;;;;;
65175;1;1;;;;;;;;;;;;;;;;;;;;
65205;1082;1037;34;8;2;;;;1;;;;;;;;;;;;;
65210;48;39;6;;2;1;;;;;;;;;;;;;;;;
65220;1040;991;29;15;3;1;;;;;;;;;;;;;;;;1
65222;1104;1038;31;24;7;2;1;;;1;;;;;;;;;;;;
65235;12;12;;;;;;;;;;;;;;;;;;;;
65260;1;;;;1;;;;;;;;;;;;;;;;;
65270;6;6;;;;;;;;;;;;;;;;;;;;
65275;8;6;1;1;;;;;;;;;;;;;;;;;;
65280;2;2;;;;;;;;;;;;;;;;;;;;
65285;10;10;;;;;;;;;;;;;;;;;;;;
65286;1;1;;;;;;;;;;;;;;;;;;;;
65290;3;1;2;;;;;;;;;;;;;;;;;;;
65420;2;1;1;;;;;;;;;;;;;;;;;;;
65430;3;3;;;;;;;;;;;;;;;;;;;;
65435;6;1;5;;;;;;;;;;;;;;;;;;;
65756;3;2;1;;;;;;;;;;;;;;;;;;;
65757;2;1;1;;;;;;;;;;;;;;;;;;;
65805;4;3;;;;;1;;;;;;;;;;;;;;;
65810;1;1;;;;;;;;;;;;;;;;;;;;
65815;2;1;1;;;;;;;;;;;;;;;;;;;
65855;1;1;;;;;;;;;;;;;;;;;;;;
65875;1;;;1;;;;;;;;;;;;;;;;;;
65920;2;1;1;;;;;;;;;;;;;;;;;;;
65930;1;1;;;;;;;;;;;;;;;;;;;;
66030;1;1;;;;;;;;;;;;;;;;;;;;
66130;1;1;;;;;;;;;;;;;;;;;;;;
66170;2;2;;;;;;;;;;;;;;;;;;;;
66180;3;2;1;;;;;;;;;;;;;;;;;;;
66250;2;2;;;;;;;;;;;;;;;;;;;;
66680;2;2;;;;;;;;;;;;;;;;;;;;
66761;6;4;1;1;;;;;;;;;;;;;;;;;;
66821;1;1;;;;;;;;;;;;;;;;;;;;
66825;1;;1;;;;;;;;;;;;;;;;;;;
66840;1;;1;;;;;;;;;;;;;;;;;;;
66850;4;3;1;;;;;;;;;;;;;;;;;;;
66852;1;1;;;;;;;;;;;;;;;;;;;;
66982;2;2;;;;;;;;;;;;;;;;;;;;
66984;75;73;;;1;;;1;;;;;;;;;;;;;;
66985;2;2;;;;;;;;;;;;;;;;;;;;
66986;1;1;;;;;;;;;;;;;;;;;;;;
66990;1;;;1;;;;;;;;;;;;;;;;;;
66999;166;156;8;1;;;;;;;1;;;;;;;;;;;
67015;1;1;;;;;;;;;;;;;;;;;;;;
67025;2;;1;1;;;;;;;;;;;;;;;;;;
67028;10;9;1;;;;;;;;;;;;;;;;;;;
67036;1;1;;;;;;;;;;;;;;;;;;;;
67040;2;;2;;;;;;;;;;;;;;;;;;;
67041;1;;;1;;;;;;;;;;;;;;;;;;
67042;3;1;1;;1;;;;;;;;;;;;;;;;;
67105;3;3;;;;;;;;;;;;;;;;;;;;
67108;5;5;;;;;;;;;;;;;;;;;;;;
67110;5;5;;;;;;;;;;;;;;;;;;;;
67113;2;2;;;;;;;;;;;;;;;;;;;;
67120;2;;1;;;;;;;;;;1;;;;;;;;;
67121;1;1;;;;;;;;;;;;;;;;;;;;
67228;8;8;;;;;;;;;;;;;;;;;;;;
67255;1;;1;;;;;;;;;;;;;;;;;;;
67299;2;2;;;;;;;;;;;;;;;;;;;;
67311;1;1;;;;;;;;;;;;;;;;;;;;
67314;1;;1;;;;;;;;;;;;;;;;;;;
67400;27;21;6;;;;;;;;;;;;;;;;;;;
67405;8;8;;;;;;;;;;;;;;;;;;;;
67415;3;3;;;;;;;;;;;;;;;;;;;;
67599;3;3;;;;;;;;;;;;;;;;;;;;
67700;129;123;4;1;;;1;;;;;;;;;;;;;;;
67715;19;15;2;1;;;;;;;;;;;;;;;;;;1
67850;2;2;;;;;;;;;;;;;;;;;;;;
67875;5;4;;;1;;;;;;;;;;;;;;;;;
67914;1;;;;;1;;;;;;;;;;;;;;;;
67930;2;2;;;;;;;;;;;;;;;;;;;;
67935;15;9;4;;;1;;;;;;;;;;;;;;;;1
67938;103;97;6;;;;;;;;;;;;;;;;;;;
67950;25;2;10;12;;;1;;;;;;;;;;;;;;;
67961;1;;;;1;;;;;;;;;;;;;;;;;
67966;1;1;;;;;;;;;;;;;;;;;;;;
67999;9;9;;;;;;;;;;;;;;;;;;;;
68020;1;1;;;;;;;;;;;;;;;;;;;;
68100;1;1;;;;;;;;;;;;;;;;;;;;
68110;1;1;;;;;;;;;;;;;;;;;;;;
68200;4;4;;;;;;;;;;;;;;;;;;;;
68399;3;2;1;;;;;;;;;;;;;;;;;;;
68700;8;7;;;1;;;;;;;;;;;;;;;;;
68761;1;1;;;;;;;;;;;;;;;;;;;;
68801;1;1;;;;;;;;;;;;;;;;;;;;
68810;1;1;;;;;;;;;;;;;;;;;;;;
68815;3;;2;1;;;;;;;;;;;;;;;;;;
68840;1;1;;;;;;;;;;;;;;;;;;;;
69000;458;430;10;8;3;;3;1;1;;;;;1;;;;1;;;;
69005;22;21;;;;;;;1;;;;;;;;;;;;;
69020;38;36;1;;;;;;;;;;;;;;;;;1;;
69090;6;6;;;;;;;;;;;;;;;;;;;;
69100;2;1;;;;;;;;;;;;;;;;1;;;;
69110;1;1;;;;;;;;;;;;;;;;;;;;
69120;1;;1;;;;;;;;;;;;;;;;;;;
69145;2;2;;;;;;;;;;;;;;;;;;;;
69200;3607;3487;88;26;1;2;1;;1;;;1;;;;;;;;;;
69205;32;32;;;;;;;;;;;;;;;;;;;;
69210;5087;4870;147;30;9;7;4;4;2;1;2;2;3;3;;1;;1;;1;;
69399;42;41;;;;1;;;;;;;;;;;;;;;;
69420;3;3;;;;;;;;;;;;;;;;;;;;
69436;4;4;;;;;;;;;;;;;;;;;;;;
69631;3;3;;;;;;;;;;;;;;;;;;;;
69641;2;1;1;;;;;;;;;;;;;;;;;;;
69645;1;1;;;;;;;;;;;;;;;;;;;;
69661;1;1;;;;;;;;;;;;;;;;;;;;
69662;1;1;;;;;;;;;;;;;;;;;;;;
69801;1;1;;;;;;;;;;;;;;;;;;;;
69949;2;2;;;;;;;;;;;;;;;;;;;;
69990;6;;2;1;1;1;1;;;;;;;;;;;;;;;
70030;41;17;11;6;;1;;;;2;;;;;2;1;1;;;;;
70100;150;85;37;18;5;1;2;1;;;;1;;;;;;;;;;
70110;910;539;220;73;23;20;8;5;3;6;3;2;2;1;;1;1;;2;;1;
70120;1;1;;;;;;;;;;;;;;;;;;;;
70130;4;4;;;;;;;;;;;;;;;;;;;;
70140;336;197;84;29;10;4;2;1;2;3;1;1;;;;1;;1;;;;
70150;592;334;169;41;19;7;5;4;1;1;3;2;3;1;;;1;1;;;;
70160;1724;1096;405;131;41;22;9;6;7;2;1;1;1;;;;1;;1;;;
70190;2;2;;;;;;;;;;;;;;;;;;;;
70200;205;111;59;19;9;1;2;1;1;;;;1;;;1;;;;;;
70210;126;79;27;9;;2;;2;1;1;2;;1;1;;;;;1;;;
70220;229;138;57;8;6;6;2;2;1;2;;1;2;;1;1;1;;1;;;
70250;687;432;136;54;19;13;10;7;5;3;2;2;2;;1;;;;;1;;
70260;178;110;48;12;3;2;2;1;;;;;;;;;;;;;;
70320;9;4;1;1;2;1;;;;;;;;;;;;;;;;
70328;2;2;;;;;;;;;;;;;;;;;;;;
70330;27;8;12;5;;1;;;;;;;;;;;1;;;;;
70336;2;1;1;;;;;;;;;;;;;;;;;;;
70355;306;212;44;18;5;2;1;2;2;;1;3;1;2;;1;4;;3;3;1;1
70360;3214;2066;599;196;108;45;38;37;33;26;19;7;12;7;11;3;2;;1;3;;1
70370;3;;;;;;;;;;;;1;;;1;;;1;;;
70371;5;;;2;;;1;;;;;;;;;1;;;1;;;
70380;1;;1;;;;;;;;;;;;;;;;;;;
70390;3;;;1;2;;;;;;;;;;;;;;;;;
70450;118174;51629;26947;7873;4552;3667;3229;2982;2877;2483;2184;1840;1674;1271;1142;909;747;559;528;433;348;300
70460;214;75;46;30;9;6;2;5;7;5;4;3;6;5;2;1;4;;;;4;
70470;672;303;147;43;19;21;14;6;13;10;10;19;5;5;14;4;10;5;5;9;7;3
70480;1582;610;483;200;80;65;42;22;17;13;12;8;10;3;5;2;4;2;1;1;2;
70481;130;52;24;14;8;6;2;8;1;3;3;1;;;1;;2;;1;2;1;1
70482;26;10;5;4;3;1;1;;;;;1;;;1;;;;;;;
70486;10063;1768;3601;1962;799;446;270;216;171;160;126;107;83;91;57;48;31;42;28;24;17;16
70487;650;246;151;70;40;25;14;21;17;12;14;2;4;3;5;3;6;5;4;3;2;3
70488;39;10;10;9;2;1;;1;;2;1;;1;;;;;;;1;;1
70490;595;205;184;65;33;20;21;20;7;6;4;9;4;4;5;;3;1;2;2;;
70491;2025;685;490;150;108;103;88;75;67;61;41;34;19;19;20;11;13;6;7;13;10;5
70492;74;36;12;7;2;2;5;4;;3;;1;;1;;;1;;;;;
70496;1379;218;343;259;88;73;68;65;44;51;33;24;26;19;24;9;5;11;6;7;2;4
70498;1299;112;220;254;200;72;66;57;48;49;50;38;21;31;17;24;7;6;9;8;4;6
